,일자,nouns,updown,sent_score_2
21,2020-01-22,잠정 실적 바이오 직스 작년 영업 이익 년 동기 영업 이익 률 대폭 개선 개별 선거 개입 수사 중앙 검 차장 진 재선 물망 바이오 직스 지난해 영업 익 년비 거래소 기관 상위 전기 전자 업종 종목 거래소 외국인 상위 전기 전자 업종 종목 바이오 직스 지난해 영업 익 바이오 혁신 승부 수 날개 달 글로벌 영토 바이오 직스 지난해 영업 익 년비 바이오 직스 작년 영업 이익 년 대비 마감 황 기관 전환 힘 코스피 상승 마감 김경수 사건 삼바 재판 다음 달 법원 인사 영향 주요 사건 현대 건설 영업 익 삼바 영업 익 바이오 직스 주 신고 경신 매출 액 영업 이익 바이오 직스 지난해 영업 이익 전시 황 기관 귀환 코스피 지수 장 초반 순항 코스피 기관 매수 우한 폐렴 공포 극복 선 회복 공장 가동 효과 삼바 매출 영업 익 쑥 직제 개편 내일 대규모 인사 삼바 팀 어디,1,0.26249023135141536
22,2020-01-23,바이오 직스 작년 어닝 서프라이즈 목표 지현우 밴드 사거리 오빠 입담 방출 특징 주 바이오 직스 호실 급등 총 위로 코스피 우한 폐렴 확산 우려 하락 출발 정권 수사 방해 비난 여론 수사 실무 팀 추미애 종합 청와대 수사 차장 검사 명 전원 지청장 발령 외국인 기관 동반 팔자 코스피 선 등락 특징 주 바이오 직스 작년 호실 강세 실적 곳 주가 정권 겨냥 수사 지휘 부 모두 바이오 직스 깜짝 실적 목표 유진 화이자 출격 아바스 틴 밀러 경쟁 불 바이오 직스 깜짝 실적 목표 코스피 외국인 기관 매도 선서 등락 특징 주 깜짝 실적 바이오 직스 주 신고 코스피 장 붕괴 시작 하락 폭 둔화 검찰 중간 간부 인사 청와대 수사 팀 운명 종합 클릭 종목 삼성 바이오 깜짝 실적 달성 올해 개선 세 예상 코스피 설 연휴 선대 후퇴 코스닥 동반 하락 정권 수사 차장 검사 전원 교체 사단 또 해체 우한 폐렴 공포 코스피 장 마감 장 마감 후 공시 특징 주 바이오 직스 호실 주 신고 경신 금감원 내달 거래소 종합 검사 개장 황 기관 외국인 매도 코스피 선 하락 삼성 바이오 수사 검사 중앙 검 잔류 수사 동력 유지 전망 이성 윤호 중앙 검 차 부장 명 싹 물 갈이 새 진용 힘 바이오 직스 이상 상승 단기 중기 이평 선 정 배열 상승세,1,-7.911780913076401
23,2020-01-24,서초동 야단법석 의 비정상 검찰 인사 정상화 추미애 서초동 야단법석 이재용 수상한 재판 논란 삼전 이 끌 삼바 신바람 난 삼성 그룹 주 펀드 더 이상 의심 바이오 직스 작년 영업 익,-1,-9.093928612467924
24,2020-01-25,설 바이오,-1,-4.306851281506528
25,2020-01-27,한민수 스톡 뷰 모간 헬 스케 컨퍼런스 올해 바이오 깜짝 실적 증시 눈 하락 추세 실적 날개 단 바이오 직스 고가 행진 간다 신약 개발 바이오 처 급증 의약품 위탁 새 먹거리 부상,-1,-7.29776405141573
26,2020-01-28,특징 주 증시 급락 속 바이오 직스 강세 특징 주 바이오 직스 폭락 속 나 홀로 강세 특징 주 총상 위주 하락 삼성 전자 밑 부자 신문 신종 코로나 공포 확산 여행 항공 비중 축소 반도체 저가 매수 조국 일가 삼바 등 주요 사건 재판 부 교체 내달 정기 인사 촉각 전시 황 신종 코로나 바이러스 확산 우려 속 코스피 선 아래 아주 증시 포커스 증시 우한 폐렴 공포 마감 황 신종 코로나 우려 속 코스피 이상 급락 아래 후시 황 신종 코로나 바이러스 확산 속 코스피 선 위협 바이오 직스 주 신고 경신 기관 연속 매수 코스피 신종 코로나 공포 하락 마감 대로 털썩 삼성 미래에셋 종목 엑세스 바이오 메 엠디 바이오 직스 코스피 중국 우한 폐렴 여파 장 선 붕괴,1,-14.898506949259797
27,2020-01-29,코스피 신종 코로나 패닉 의 반발 선 탈환 실패 바이오 융합 생태계 구축 나선 인천 의약품 원 부자 재 국산 앞장 코스피 신종 코로나 불안 보합 등락 코스피 기관 외인 동반 매도 보합 코스닥 선 혼 조세 코스피 기관 외국인 사자 선 회복 코스피 개인 외인 매수 사흘 상승 마감 코스닥 선 회복 코스피 반등 마감 선 회복 홍길 용의 화 열전 백마 말 속 죄,0,-11.955410322649374
28,2020-01-30,마감 황 코로나바이러스 우려 코스피 선 하락 전시 황 불확실 코스피 기관 도세 선 약세 삼성 준법 감시 조직 직속 삼성 전자 준법 감시 조직 직접 신종 코로나 여파 코스피 선 붕괴 환율 급등 종합 후시 황 외인 기관 도세 국내 증시 하락 세 코스피 신종 코로나바이러스 경계 감 속 보합 출발 코스피 하락 선 후퇴 인사 발령 수사 팀 서울 남아 공소 유지 팀 구성 삼성 준법 감시 조직 직속 격상 삼바 등 신설 인사 바이오 직스 외 신종 코로나 우려 코스피 하락 출발 바이오 직스 주 신고 경신 매출 액 영업 이익 삼성 준법 감시 조직 직속 위상 독립성 삼성 준법 감시 조직 독립성 전문성 강화 전담 조직 신설 인사 바이오 피스 인사 바이오 피스 삼성 준법 감시 조직 개편 대표이사 직속 변호사 부서장 삼성 준법 감시 조직 대표이사 조직 승격 전담 부서 신설 삼바 김태 대표 유임 피스 박상진 부사 승진 충무로 제대로 바이오 정책 공무원 견문 삼성 준법 감시 조직 대표이사 직속 조직 독립성 강화 방안 마련 인사 바이오 직스 코스피 선 마감 코스닥 하락 세 인사 바이오 직스,1,-18.310628762792465
29,2020-01-31,코스피 반등 출발 장 선 회복 문화 체육관 광부 선정 축제 선 사과 홍삼 아리랑 삼성 바이오 바이오 밀러 종 최대 유럽 매출 달성 선 코스피 코스닥 이틀 연속 하락 인사 행정안전부 인사 후시 황 외인 도세 코스피 코스닥 모두 하락 전환 인사 국무조정실 국무총리비서실 코스피 이틀 급락 선 붕괴 삼성 준법 감시 조직 대표이사 직속 변경 마감 황 우한 폐렴 공포 확산 코스피 코스닥 동반 하락,0,-24.317789789133887
30,2020-02-01,건 실적 어닝 서프라이즈 이노 텍 삼바 신고,-1,1.8753047823148001
31,2020-02-02,어닝쇼크 속출 절반 가량 영업 이익 상치 이상 밑 우한 직격탄 증시 실적 엔씨 셀트리온 삼성 주목,-1,-7.9668584236165065
32,2020-02-03,매도 폭탄 외국인 종목 신종 코로나 공포 코스피 하락 출발 코로나 쇼크 증시 폭락 종합 후시 황 코스피 낙폭 축소 선 회복 지난주 외국인 코스피 매수 상위 종목 현대차 생활 건강 전시 황 경기 하락 우려 코스피 두 달 선 삼성 물산 계 열사 분 가치 역대 최고 주가 평가 외국인 거래소 바이오 직스 엔씨소프트 등 매수,0,-22.40379181519128
33,2020-02-04,중앙 검 경제범죄 사부 삼성 바이오 사부 검사 전원 수사 계속 코스피 개인 외국인 상승 출발 장 선 회복 삼성 준법 감시 공식 출범 개 계 열사 이사회 의결 마감 황 코스피 외국인 개인 매수 반등 선 삼성 바이오 농사 제대로 돈 시작 코스피 개인 외국인 매수 반등 선 회복 코스피 개인 외국인 매수 반등 성공 선 안착 외국인 거래소 삼성 전자 화학 등 매수 장 황 코스피 선 외국인 개인 매수 상승 수사 삼성 겨눈 선 향 삼성 부당 합병 의혹 수사 이재용 조사 임박 종합 외국인 세 전환 코스피 선 등락 인천 송도 글로벌 산업 거점 개장 황 코스피 등세 시작 하나 선 회복 삼성 합병 의혹 최지성 장충 기 동시 소환 코스피 우한 폐렴 공포 상승 출발 선 회복 검찰 삼성 합병 의혹 최지성 전 삼성 미래 전략 실장 첫 소환 삼성 바이오 수사 검사 경제범죄 사부로 핵심 수사 인력 대부분 유지 후시 황 코스피 선 돌파 강세 지속,1,-6.062143097316925
34,2020-02-05,아이 넷 방송 박준희 회장 트로트 음악 르네상스 마중 물 역할 스포트라이트 뒤 숭숭 증시 속 등장 시장 분위기 반전 머니투데이 오프라인 헤드라인 검찰 정 재계 사건 수사 인력 보강 코스피 경기 부양책 대감 이틀 반등 선 출발 코스피 외국인 매수 유입 장 선 터치 마감 황 코스피 이틀 연속 상승 마감 선 회복 증시 총 톱 널뛰기,0,-6.247687970792257
35,2020-02-06,검찰 설전 정경 심 재판 부 재판 법관 인사 촉각 국내 증시 상승 중 코스피 선 회복 바이오 직스 이상 상승 매출 액 영업 이익 코스피 선 회복 가까이 급등 삼성 합병 의혹 김종 사장 재 소환 지표 호조 코로나 우려 둔화 코스피 선 돌파 코스피 고용 지표 호조 및 신종 코로나 진정 기대 강세 출발 코스피 선 탈환 급등 마감 정경 심 담당 재판 교체 임종헌 재판 유임 법원 정기 인사 단행 코스피 기관 매수 가까이 선 회복 코스닥 연속 상승 전시 황 코스피 코스닥 강세 선 회복 코스피 이상 급등 감염증 대응 책 기대 가격 매력 부각 외국인 외국인 이틀 매수 마감 황 신종 코로나 공포 코스피 선 회복 후시 황 코스피 가파른 회복 세 선 회복 코스피 사흘 상승 출발 선 회복 도전 코스닥 가까이 상승 검찰 삼성 합병 의혹 김종 사장 소환 올해 네 삼성 실험 준법 감 시위 진정 이 이재용 운명 것 코스피 올해 최고 상 승률 선 등락 이 이틀 매수,1,1.8873776696358746
36,2020-02-07,반도체 저가 매수 나선 개인 은 전기차 베팅 코스피 기관 도세 선 약세 마감 황 코스피 약세 마감 코스닥 보합 세 경제범죄 사부 기업 저승사자 로 코스피 급등 피로 감 보합 출발 바이오 직스 주 신고 경신 외국인 연속 매수 코스피 기관 팔자 하락 세,-1,-20.800130847043803
37,2020-02-09,로펌 매출 육박 광장 첫 클럽 진입 고가 투자 전략 패스 삼성 채택 폭 수혜 예상 등 절반 어닝쇼크 이익 변동성 외국인 주 매수 전환 삼성 전자 가장,-1,-12.716943925877523
38,2020-02-10,코스피 외인 기관 팔자 하락 선 후퇴 신종 코로나 우려 재발 코스피 급락 출발 전시 황 외인 기관 차익 실현 코스피 하락 세 거래소 기관 상위 서비스업 업종 종목 삼바 재기 화학 넘버 경쟁 치열 코스피 외국인 기관 매도 선 후퇴 코스닥 동반 약세 마감 황 코스피 선 회복 증시 상승 마감 코스피 낙폭 줄 장 선 회복 코스닥 상승 전환 코스피 외국인 기관 매도 선 턱걸이 롱 안 인기 이유 잠재력 확인 에코 프로비 엠 성장 주목 목표,1,-31.690851503743424
39,2020-02-11,코스피 급등 선 회복 삼바 화학 불꽃 넘버 경쟁 검찰 수사 기소 주체 분리 카드 추미애 법무 장관 코스피 선 상승 개장 코스닥 동반 강세 외국인 선물 매매 증시 중국 비주 반등 바이오 직스 주 신고 경신 전일 외국인 대량 매수 화학 총 빅 로 신용 하락 코스피 상승 출발 장 선 회복 낙관 론 증시 코스피 선 회복,0,-6.011579824401554
40,2020-02-12,전기 물산 동시 신고 삼성 그룹 부활 후시 황 개인 코스피 코스닥 동반 상승 회계 업계 주요 수장 줄줄이 임기 만료 인사 장 한국 외국어대 송도국제도시 국제 교육 센터 준공 개최 코스피 신종 코로나 둔화 대감 상승 출발 차익 실현 코스피 보합 등락 코스피 기관 매수 전환 상승 반전 선 탈환 실패 코스피 개인 기관 사자 상승 마감 이제 기업 수사 삼바 코오롱 등 수사 재개 마감 황 코스피 이틀 상승 선 육박,1,-6.775402920768849
41,2020-02-13,코스피 신종 코로나 이슈 해소 대감 강세 장 돌파 마감 황 코스피 사흘 하락 선 마감 화학 급 가속 현대 제 총 위 오후 황 오전 상승 코스피 하락 전환,-1,-20.486994995379632
42,2020-02-14,코스피 외국인 매수 상승 마감 코스닥 상승 코로나 극복 증시 바이오 껑충 헬 스케 펀드 뜻밖 반사 이익 오후 주식시장 코스피 선 상승 코스닥 하락 전환 삼성 합병 의혹 수사 속도 이재용 최측근 소환 정현호 삼성 전자 사업 지원 사장 소환 정현호 삼성 전자 사업 지원 사장 소환 마감 황 코스피 선 외국인 사자 국내 증시 회복 세 코스피 개인 외국인 매수 선 안착 코스닥 상승,0,-12.883472401642935
43,2020-02-15,기관 외인 삼바 주가 춤 바람 불후 명곡 이재영 유혹 에메랄드 캐슬 발걸음 첫 승 종합 불후 명곡 현진영 골든 차 일드 화려 환 귀환 편 최종 우승 불후 명곡 현진영 골든 차 일드 최종 우승 뮤지션 출동 종합,-1,-11.63728247967042
44,2020-02-17,숨 코스피 기민 감주 눈 삼성 물산 개인 주주 명 이재용 부회장 상대 손해배상 청구 코스피 종일 혼 조세 선 보합 마감 코스닥 연속 상승 코스피 외인 기관 팔자 장 대로 후퇴 개장 황 코스피 하락 출발 선 하락 코스피 외국인 기관 동반 매도 약세 선 출발 마감 황 코스피 선 보합 마감 가요무대 설운도 김세환 무대 예약 코스피 선 사수 외국인 매도 물량 코스피 외인 기관 매도 선 후퇴 코스닥 혼 조세,0,-42.37886585389279
45,2020-02-18,반도체 가격 부담 필요 삼성 롯데 그룹 총 코스피 외국인 기관 동반 매도 급락 코스피 외국인 기관 동반 매도 하락 출발 마감 황 코로나 영향 확대 중심 코스피 선 하락 전시 황 기관 외인 도세 확대 코스피 하락 삼성 롯데 그룹 총 인천 시 인하대병원 바이오 헬스 사업 밑거름 공동 연구 사업 추진 삼성 전자 총 달 새 증가 도 코로나 우려 구체화 코스피 기관 외국인 매물 폭탄 중반 급락 코스피 기관 매도 약세 출발 선 밀리 기도,0,-47.88319513093101
46,2020-02-19,코스피 코로나 확 진자 대거 발생 소식 약세 전환 선 회 코스피 등락 폭 상승 마감 코로나 확산 코스피 상승 출발 장 선 회복 코스피 개인 로 상승 마감 전시 황 코스피 지수 다소 강세 코스닥 보합 세 코로나 확 진자 급증 코스피 선 코스피 코로나 확산 불안감 장 선 회복 코스피 외국인 기관 동반 매도 턱걸이 마감 황 코스피 강보 합세 장 종료 코스닥 상승 마감 삼성 합병 의혹 최지성 김종 재 소환 하락 세로 코스피 선 붕괴 증시 대차 잔고 공매도 폭탄 우려 증시 대차 잔고 공매도 폭탄 주의보 도주 흐름 변화 장기전 코스피 선 상승 개장 코스닥 동반 코스피 폭 상승 선 턱걸이,0,-28.6761504845331
47,2020-02-20,코스피 외국인 기관 선 상승 개장 후시 황 코로나 확 진자 급증 코스피 선 아래 코스피 기관 팔자 선 붕괴 코로나 코스피 추가 하락 대비 코로나 코스피 거래 일만 선 붕괴 라임 압수수색 증권 개장 황 코스피 상승 장 선 회복 외국인 기관 매수 마감 황 선 코스피 하락 마감 코스닥 하락 마감,0,-51.50576370459559
48,2020-02-21,코로나 확산 우려 코스피 하락 마감 황 코로나 확산 속 코스피 로 급락 전시 황 코로나 확산 속 코스피 선 하락 다시 시작 코로나 공포 코스피 급락 코스피 코로나 확산 영향 장 대로 후퇴 코로나 공포 당분간 몸 때 거래소 외국인 상위 전기 전자 업종 종목 오후 황 코스피 사이 하락 세 지속 코스피 코로나 확산 하락 마감 선 후퇴,0,-59.97563138005246
49,2020-02-24,증시 친 코로나 코스피 총 상 위주 약세 코스피 장 선 붕괴 삼성 전자 하락 코로나 확산 증시 패닉 코스피 폭락 금융시장 코로나 패닉 특검 이재용 재판 부 기피 신청 마감 황 코로나 확산 코스피 가까이 폭락 총 증발 코로나 친 코스피 급락 오전 황 코로나 확산 우려 확대 속 코스피 이상 급락 코로나 총 상 위주 줄줄이 코스피 코로나 확산 충격 가까이 하락 대로 뚝 코로나 쇼크 코스피 코스닥 하락 출발 코스피 코로나 확산 장 선도 위태,0,-53.293928306744206
50,2020-02-25,전시 황 코스피 폭 상승세 급락 세 진정 코스피 기관 사자 상승 마감 코로나 확 진자 감소 코스피 급 반등 선 마감 코스피 폭락 하루 반등 선 회복 뉴욕 폭락 회복 한숨 코스피 한국 후지 제록스 시간 당 장 인쇄 젯 프레 스 출시 후시 황 증시 상승 전환 코스피 선 육박 마감 황 코스피 나흘 상승 마감 선 회복 외국인 거래소 삼성 전자 하이닉스 등 매도 코로나 공포 반등 코스피 오른 로 마감 코로나 쇼크 코스피 선 회복 어제 코스피 코로나 악재 상승세 전환 코스피 코로나 공포 상승 가격 매력 저가 매수,1,-12.818669939860335
